runId,week,version,workflow,segment,success,latencySec,costUsd,escalated,errorType
RUN-v11-08-26,8,v1.1,Job matching,Internal,true,3.78,0.088,false,
RUN-v11-08-27,8,v1.1,Research,Client,false,3.46,0.09,false,Formatting
RUN-v11-08-28,8,v1.1,Data request,Power user,false,3.79,0.092,false,Formatting
RUN-v11-08-29,8,v1.1,Report generation,Internal,false,3.67,0.094,false,Formatting
RUN-v11-08-30,8,v1.1,Job matching,Client,false,4.1,0.096,false,Formatting
RUN-v11-08-31,8,v1.1,Research,Power user,false,3.78,0.088,false,Formatting
RUN-v11-08-32,8,v1.1,Data request,Internal,false,4.11,0.09,false,Formatting
RUN-v11-08-33,8,v1.1,Report generation,Client,false,3.35,0.092,false,Formatting
RUN-v11-08-34,8,v1.1,Job matching,Power user,false,3.78,0.094,false,Formatting
RUN-v11-08-35,8,v1.1,Research,Internal,false,3.46,0.096,false,Formatting
RUN-v11-09-01,9,v1.1,Job matching,Internal,true,3.7,0.088,true,
RUN-v11-09-02,9,v1.1,Research,Client,true,3.38,0.09,true,
RUN-v11-09-03,9,v1.1,Data request,Power user,true,3.71,0.092,true,
RUN-v11-09-04,9,v1.1,Report generation,Internal,true,3.59,0.094,true,
RUN-v11-09-05,9,v1.1,Job matching,Client,true,4.02,0.096,true,
RUN-v11-09-06,9,v1.1,Research,Power user,true,3.7,0.088,true,
RUN-v11-09-07,9,v1.1,Data request,Internal,true,4.03,0.09,true,
RUN-v11-09-08,9,v1.1,Report generation,Client,true,3.91,0.092,false,
RUN-v11-09-09,9,v1.1,Job matching,Power user,true,3.7,0.094,false,
RUN-v11-09-10,9,v1.1,Research,Internal,true,3.38,0.096,false,
RUN-v11-09-11,9,v1.1,Data request,Client,true,3.71,0.088,false,
RUN-v11-09-12,9,v1.1,Report generation,Power user,true,3.59,0.09,false,
RUN-v11-09-13,9,v1.1,Job matching,Internal,true,4.02,0.092,false,
RUN-v11-09-14,9,v1.1,Research,Client,true,3.7,0.094,false,
RUN-v11-09-15,9,v1.1,Data request,Power user,true,4.03,0.096,false,
RUN-v11-09-16,9,v1.1,Report generation,Internal,true,3.91,0.088,false,
RUN-v11-09-17,9,v1.1,Job matching,Client,true,3.7,0.09,false,
RUN-v11-09-18,9,v1.1,Research,Power user,true,3.38,0.092,false,
RUN-v11-09-19,9,v1.1,Data request,Internal,true,3.71,0.094,false,
RUN-v11-09-20,9,v1.1,Report generation,Client,true,3.59,0.096,false,
RUN-v11-09-21,9,v1.1,Job matching,Power user,true,4.02,0.088,false,
RUN-v11-09-22,9,v1.1,Research,Internal,true,3.7,0.09,false,
RUN-v11-09-23,9,v1.1,Data request,Client,true,4.03,0.092,false,
RUN-v11-09-24,9,v1.1,Report generation,Power user,true,3.91,0.094,false,
RUN-v11-09-25,9,v1.1,Job matching,Internal,true,3.7,0.096,false,
RUN-v11-09-26,9,v1.1,Research,Client,true,3.38,0.088,false,
RUN-v11-09-27,9,v1.1,Data request,Power user,false,3.71,0.09,false,Formatting
RUN-v11-09-28,9,v1.1,Report generation,Internal,false,3.59,0.092,false,Formatting
RUN-v11-09-29,9,v1.1,Job matching,Client,false,4.02,0.094,false,Hallucination
RUN-v11-09-30,9,v1.1,Research,Power user,false,3.7,0.096,false,Hallucination
RUN-v11-09-31,9,v1.1,Data request,Internal,false,4.03,0.088,false,Hallucination
RUN-v11-09-32,9,v1.1,Report generation,Client,false,3.91,0.09,false,Hallucination
RUN-v11-09-33,9,v1.1,Job matching,Power user,false,3.7,0.092,false,Hallucination
RUN-v11-09-34,9,v1.1,Research,Internal,false,3.38,0.094,false,Hallucination
RUN-v11-09-35,9,v1.1,Data request,Client,false,3.71,0.096,false,Hallucination
RUN-v11-10-01,10,v1.1,Research,Client,true,3.3,0.088,true,
RUN-v11-10-02,10,v1.1,Data request,Power user,true,3.63,0.09,true,
RUN-v11-10-03,10,v1.1,Report generation,Internal,true,3.51,0.092,true,
RUN-v11-10-04,10,v1.1,Job matching,Client,true,3.94,0.094,true,
RUN-v11-10-05,10,v1.1,Research,Power user,true,3.62,0.096,true,
RUN-v11-10-06,10,v1.1,Data request,Internal,true,3.95,0.088,true,
RUN-v11-10-07,10,v1.1,Report generation,Client,true,3.83,0.09,false,
RUN-v11-10-08,10,v1.1,Job matching,Power user,true,4.26,0.092,false,
RUN-v11-10-09,10,v1.1,Research,Internal,true,3.3,0.094,false,
RUN-v11-10-10,10,v1.1,Data request,Client,true,3.63,0.096,false,
RUN-v11-10-11,10,v1.1,Report generation,Power user,true,3.51,0.088,false,
RUN-v11-10-12,10,v1.1,Job matching,Internal,true,3.94,0.09,false,
RUN-v11-10-13,10,v1.1,Research,Client,true,3.62,0.092,false,
RUN-v11-10-14,10,v1.1,Data request,Power user,true,3.95,0.094,false,
RUN-v11-10-15,10,v1.1,Report generation,Internal,true,3.83,0.096,false,
RUN-v11-10-16,10,v1.1,Job matching,Client,true,4.26,0.088,false,
RUN-v11-10-17,10,v1.1,Research,Power user,true,3.3,0.09,false,
RUN-v11-10-18,10,v1.1,Data request,Internal,true,3.63,0.092,false,
RUN-v11-10-19,10,v1.1,Report generation,Client,true,3.51,0.094,false,
RUN-v11-10-20,10,v1.1,Job matching,Power user,true,3.94,0.096,false,
RUN-v11-10-21,10,v1.1,Research,Internal,true,3.62,0.088,false,
RUN-v11-10-22,10,v1.1,Data request,Client,true,3.95,0.09,false,
RUN-v11-10-23,10,v1.1,Report generation,Power user,true,3.83,0.092,false,
RUN-v11-10-24,10,v1.1,Job matching,Internal,true,4.26,0.094,false,
RUN-v11-10-25,10,v1.1,Research,Client,true,3.3,0.096,false,
RUN-v11-10-26,10,v1.1,Data request,Power user,true,3.63,0.088,false,
RUN-v11-10-27,10,v1.1,Report generation,Internal,true,3.51,0.09,false,
RUN-v11-10-28,10,v1.1,Job matching,Client,false,3.94,0.092,false,Hallucination
RUN-v11-10-29,10,v1.1,Research,Power user,false,3.62,0.094,false,Hallucination
RUN-v11-10-30,10,v1.1,Data request,Internal,false,3.95,0.096,false,Hallucination
RUN-v11-10-31,10,v1.1,Report generation,Client,false,3.83,0.088,false,Hallucination
RUN-v11-10-32,10,v1.1,Job matching,Power user,false,4.26,0.09,false,Hallucination
RUN-v11-10-33,10,v1.1,Research,Internal,false,3.3,0.092,false,Hallucination
RUN-v11-10-34,10,v1.1,Data request,Client,false,3.63,0.094,false,Hallucination
RUN-v11-10-35,10,v1.1,Report generation,Power user,false,3.51,0.096,false,Hallucination
RUN-v11-11-01,11,v1.1,Data request,Power user,true,3.55,0.088,true,
RUN-v11-11-02,11,v1.1,Report generation,Internal,true,3.43,0.09,true,
RUN-v11-11-03,11,v1.1,Job matching,Client,true,3.86,0.092,true,
RUN-v11-11-04,11,v1.1,Research,Power user,true,3.54,0.094,true,
RUN-v11-11-05,11,v1.1,Data request,Internal,true,3.87,0.096,true,
RUN-v11-11-06,11,v1.1,Report generation,Client,true,3.75,0.088,true,
RUN-v11-11-07,11,v1.1,Job matching,Power user,true,4.18,0.09,false,
RUN-v11-11-08,11,v1.1,Research,Internal,true,3.86,0.092,false,
RUN-v11-11-09,11,v1.1,Data request,Client,true,3.55,0.094,false,
RUN-v11-11-10,11,v1.1,Report generation,Power user,true,3.43,0.096,false,
RUN-v11-11-11,11,v1.1,Job matching,Internal,true,3.86,0.088,false,
RUN-v11-11-12,11,v1.1,Research,Client,true,3.54,0.09,false,
RUN-v11-11-13,11,v1.1,Data request,Power user,true,3.87,0.092,false,
RUN-v11-11-14,11,v1.1,Report generation,Internal,true,3.75,0.094,false,
RUN-v11-11-15,11,v1.1,Job matching,Client,true,4.18,0.096,false,
RUN-v11-11-16,11,v1.1,Research,Power user,true,3.86,0.088,false,
RUN-v11-11-17,11,v1.1,Data request,Internal,true,3.55,0.09,false,
RUN-v11-11-18,11,v1.1,Report generation,Client,true,3.43,0.092,false,
RUN-v11-11-19,11,v1.1,Job matching,Power user,true,3.86,0.094,false,
RUN-v11-11-20,11,v1.1,Research,Internal,true,3.54,0.096,false,
RUN-v11-11-21,11,v1.1,Data request,Client,true,3.87,0.088,false,
RUN-v11-11-22,11,v1.1,Report generation,Power user,true,3.75,0.09,false,
RUN-v11-11-23,11,v1.1,Job matching,Internal,true,4.18,0.092,false,
RUN-v11-11-24,11,v1.1,Research,Client,true,3.86,0.094,false,
RUN-v11-11-25,11,v1.1,Data request,Power user,true,3.55,0.096,false,
RUN-v11-11-26,11,v1.1,Report generation,Internal,true,3.43,0.088,false,
RUN-v11-11-27,11,v1.1,Job matching,Client,true,3.86,0.09,false,
RUN-v11-11-28,11,v1.1,Research,Power user,true,3.54,0.092,false,
RUN-v11-11-29,11,v1.1,Data request,Internal,false,3.87,0.094,false,Hallucination
RUN-v11-11-30,11,v1.1,Report generation,Client,false,3.75,0.096,false,Hallucination
RUN-v11-11-31,11,v1.1,Job matching,Power user,false,4.18,0.088,false,Hallucination
RUN-v11-11-32,11,v1.1,Research,Internal,false,3.86,0.09,false,Other
RUN-v11-11-33,11,v1.1,Data request,Client,false,3.55,0.092,false,Other
RUN-v11-11-34,11,v1.1,Report generation,Power user,false,3.43,0.094,false,Other
RUN-v11-11-35,11,v1.1,Job matching,Internal,false,3.86,0.096,false,Other
RUN-v11-12-01,12,v1.1,Report generation,Internal,true,3.35,0.088,true,
RUN-v11-12-02,12,v1.1,Job matching,Client,true,3.78,0.09,true,
RUN-v11-12-03,12,v1.1,Research,Power user,true,3.46,0.092,true,
RUN-v11-12-04,12,v1.1,Data request,Internal,true,3.79,0.094,true,
RUN-v11-12-05,12,v1.1,Report generation,Client,true,3.67,0.096,true,
RUN-v11-12-06,12,v1.1,Job matching,Power user,true,4.1,0.088,true,
RUN-v11-12-07,12,v1.1,Research,Internal,true,3.78,0.09,false,
RUN-v11-12-08,12,v1.1,Data request,Client,true,4.11,0.092,false,
RUN-v11-12-09,12,v1.1,Report generation,Power user,true,3.35,0.094,false,
RUN-v11-12-10,12,v1.1,Job matching,Internal,true,3.78,0.096,false,
RUN-v11-12-11,12,v1.1,Research,Client,true,3.46,0.088,false,
RUN-v11-12-12,12,v1.1,Data request,Power user,true,3.79,0.09,false,
RUN-v11-12-13,12,v1.1,Report generation,Internal,true,3.67,0.092,false,
RUN-v11-12-14,12,v1.1,Job matching,Client,true,4.1,0.094,false,
RUN-v11-12-15,12,v1.1,Research,Power user,true,3.78,0.096,false,
RUN-v11-12-16,12,v1.1,Data request,Internal,true,4.11,0.088,false,
RUN-v11-12-17,12,v1.1,Report generation,Client,true,3.35,0.09,false,
RUN-v11-12-18,12,v1.1,Job matching,Power user,true,3.78,0.092,false,
RUN-v11-12-19,12,v1.1,Research,Internal,true,3.46,0.094,false,
RUN-v11-12-20,12,v1.1,Data request,Client,true,3.79,0.096,false,
RUN-v11-12-21,12,v1.1,Report generation,Power user,true,3.67,0.088,false,
RUN-v11-12-22,12,v1.1,Job matching,Internal,true,4.1,0.09,false,
RUN-v11-12-23,12,v1.1,Research,Client,true,3.78,0.092,false,
RUN-v11-12-24,12,v1.1,Data request,Power user,true,4.11,0.094,false,
RUN-v11-12-25,12,v1.1,Report generation,Internal,true,3.35,0.096,false,
RUN-v11-12-26,12,v1.1,Job matching,Client,true,3.78,0.088,false,
RUN-v11-12-27,12,v1.1,Research,Power user,true,3.46,0.09,false,
RUN-v11-12-28,12,v1.1,Data request,Internal,true,3.79,0.092,false,
RUN-v11-12-29,12,v1.1,Report generation,Client,true,3.67,0.094,false,
RUN-v11-12-30,12,v1.1,Job matching,Power user,false,4.1,0.096,false,Other
RUN-v11-12-31,12,v1.1,Research,Internal,false,3.78,0.088,false,Other
RUN-v11-12-32,12,v1.1,Data request,Client,false,4.11,0.09,false,Other
RUN-v11-12-33,12,v1.1,Report generation,Power user,false,3.35,0.092,false,Other
RUN-v11-12-34,12,v1.1,Job matching,Internal,false,3.78,0.094,false,Other
RUN-v11-12-35,12,v1.1,Research,Client,false,3.46,0.096,false,Other
RUN-v12-01-01,1,v1.2,Research,Client,true,2.6,0.077,true,
RUN-v12-01-02,1,v1.2,Data request,Power user,true,2.93,0.079,true,
RUN-v12-01-03,1,v1.2,Report generation,Internal,true,2.81,0.081,true,
RUN-v12-01-04,1,v1.2,Job matching,Client,true,3.24,0.083,true,
RUN-v12-01-05,1,v1.2,Research,Power user,true,2.92,0.085,true,
RUN-v12-01-06,1,v1.2,Data request,Internal,true,3.25,0.077,true,
RUN-v12-01-07,1,v1.2,Report generation,Client,true,3.13,0.079,true,
RUN-v12-01-08,1,v1.2,Job matching,Power user,true,3.56,0.081,true,
RUN-v12-01-09,1,v1.2,Research,Internal,true,2.6,0.083,false,
RUN-v12-01-10,1,v1.2,Data request,Client,true,2.93,0.085,false,
RUN-v12-01-11,1,v1.2,Report generation,Power user,true,2.81,0.077,false,
RUN-v12-01-12,1,v1.2,Job matching,Internal,true,3.24,0.079,false,
RUN-v12-01-13,1,v1.2,Research,Client,true,2.92,0.081,false,
RUN-v12-01-14,1,v1.2,Data request,Power user,true,3.25,0.083,false,
RUN-v12-01-15,1,v1.2,Report generation,Internal,true,3.13,0.085,false,
RUN-v12-01-16,1,v1.2,Job matching,Client,true,3.56,0.077,false,
RUN-v12-01-17,1,v1.2,Research,Power user,true,2.6,0.079,false,
RUN-v12-01-18,1,v1.2,Data request,Internal,true,2.93,0.081,false,
RUN-v12-01-19,1,v1.2,Report generation,Client,true,2.81,0.083,false,
RUN-v12-01-20,1,v1.2,Job matching,Power user,true,3.24,0.085,false,
RUN-v12-01-21,1,v1.2,Research,Internal,true,2.92,0.077,false,
RUN-v12-01-22,1,v1.2,Data request,Client,true,3.25,0.079,false,
RUN-v12-01-23,1,v1.2,Report generation,Power user,true,3.13,0.081,false,
RUN-v12-01-24,1,v1.2,Job matching,Internal,true,3.56,0.083,false,
RUN-v12-01-25,1,v1.2,Research,Client,false,2.6,0.085,false,Retrieval
RUN-v12-01-26,1,v1.2,Data request,Power user,false,2.93,0.077,false,Retrieval
RUN-v12-01-27,1,v1.2,Report generation,Internal,false,2.81,0.079,false,Retrieval
RUN-v12-01-28,1,v1.2,Job matching,Client,false,3.24,0.081,false,Retrieval
RUN-v12-01-29,1,v1.2,Research,Power user,false,2.92,0.083,false,Retrieval
RUN-v12-01-30,1,v1.2,Data request,Internal,false,3.25,0.085,false,Retrieval
RUN-v12-01-31,1,v1.2,Report generation,Client,false,3.13,0.077,false,Retrieval
RUN-v12-01-32,1,v1.2,Job matching,Power user,false,3.56,0.079,false,Retrieval
RUN-v12-01-33,1,v1.2,Research,Internal,false,2.6,0.081,false,Retrieval
RUN-v12-01-34,1,v1.2,Data request,Client,false,2.93,0.083,false,Retrieval
RUN-v12-01-35,1,v1.2,Report generation,Power user,false,2.81,0.085,false,Retrieval
RUN-v12-02-01,2,v1.2,Data request,Power user,true,2.85,0.077,true,
RUN-v12-02-02,2,v1.2,Report generation,Internal,true,2.73,0.079,true,
RUN-v12-02-03,2,v1.2,Job matching,Client,true,3.16,0.081,true,
RUN-v12-02-04,2,v1.2,Research,Power user,true,2.84,0.083,true,
RUN-v12-02-05,2,v1.2,Data request,Internal,true,3.17,0.085,true,
RUN-v12-02-06,2,v1.2,Report generation,Client,true,3.05,0.077,true,
RUN-v12-02-07,2,v1.2,Job matching,Power user,true,3.48,0.079,true,
RUN-v12-02-08,2,v1.2,Research,Internal,true,3.16,0.081,true,
RUN-v12-02-09,2,v1.2,Data request,Client,true,2.85,0.083,false,
RUN-v12-02-10,2,v1.2,Report generation,Power user,true,2.73,0.085,false,
RUN-v12-02-11,2,v1.2,Job matching,Internal,true,3.16,0.077,false,
RUN-v12-02-12,2,v1.2,Research,Client,true,2.84,0.079,false,
RUN-v12-02-13,2,v1.2,Data request,Power user,true,3.17,0.081,false,
RUN-v12-02-14,2,v1.2,Report generation,Internal,true,3.05,0.083,false,
RUN-v12-02-15,2,v1.2,Job matching,Client,true,3.48,0.085,false,
RUN-v12-02-16,2,v1.2,Research,Power user,true,3.16,0.077,false,
RUN-v12-02-17,2,v1.2,Data request,Internal,true,2.85,0.079,false,
RUN-v12-02-18,2,v1.2,Report generation,Client,true,2.73,0.081,false,
RUN-v12-02-19,2,v1.2,Job matching,Power user,true,3.16,0.083,false,
RUN-v12-02-20,2,v1.2,Research,Internal,true,2.84,0.085,false,
RUN-v12-02-21,2,v1.2,Data request,Client,true,3.17,0.077,false,
RUN-v12-02-22,2,v1.2,Report generation,Power user,true,3.05,0.079,false,
RUN-v12-02-23,2,v1.2,Job matching,Internal,true,3.48,0.081,false,
RUN-v12-02-24,2,v1.2,Research,Client,true,3.16,0.083,false,
RUN-v12-02-25,2,v1.2,Data request,Power user,true,2.85,0.085,false,
RUN-v12-02-26,2,v1.2,Report generation,Internal,false,2.73,0.077,false,Retrieval
RUN-v12-02-27,2,v1.2,Job matching,Client,false,3.16,0.079,false,Retrieval
RUN-v12-02-28,2,v1.2,Research,Power user,false,2.84,0.081,false,Retrieval
RUN-v12-02-29,2,v1.2,Data request,Internal,false,3.17,0.083,false,Retrieval
RUN-v12-02-30,2,v1.2,Report generation,Client,false,3.05,0.085,false,Retrieval
RUN-v12-02-31,2,v1.2,Job matching,Power user,false,3.48,0.077,false,Retrieval
RUN-v12-02-32,2,v1.2,Research,Internal,false,3.16,0.079,false,Retrieval
RUN-v12-02-33,2,v1.2,Data request,Client,false,2.85,0.081,false,Retrieval
RUN-v12-02-34,2,v1.2,Report generation,Power user,false,2.73,0.083,false,Retrieval
RUN-v12-02-35,2,v1.2,Job matching,Internal,false,3.16,0.085,false,Retrieval
RUN-v12-03-01,3,v1.2,Report generation,Internal,true,2.65,0.077,true,
RUN-v12-03-02,3,v1.2,Job matching,Client,true,3.08,0.079,true,
RUN-v12-03-03,3,v1.2,Research,Power user,true,2.76,0.081,true,
RUN-v12-03-04,3,v1.2,Data request,Internal,true,3.09,0.083,true,
RUN-v12-03-05,3,v1.2,Report generation,Client,true,2.97,0.085,true,
RUN-v12-03-06,3,v1.2,Job matching,Power user,true,3.4,0.077,true,
RUN-v12-03-07,3,v1.2,Research,Internal,true,3.08,0.079,true,
RUN-v12-03-08,3,v1.2,Data request,Client,true,3.41,0.081,false,
RUN-v12-03-09,3,v1.2,Report generation,Power user,true,2.65,0.083,false,
RUN-v12-03-10,3,v1.2,Job matching,Internal,true,3.08,0.085,false,
RUN-v12-03-11,3,v1.2,Research,Client,true,2.76,0.077,false,
RUN-v12-03-12,3,v1.2,Data request,Power user,true,3.09,0.079,false,
RUN-v12-03-13,3,v1.2,Report generation,Internal,true,2.97,0.081,false,
RUN-v12-03-14,3,v1.2,Job matching,Client,true,3.4,0.083,false,
RUN-v12-03-15,3,v1.2,Research,Power user,true,3.08,0.085,false,
RUN-v12-03-16,3,v1.2,Data request,Internal,true,3.41,0.077,false,
RUN-v12-03-17,3,v1.2,Report generation,Client,true,2.65,0.079,false,
RUN-v12-03-18,3,v1.2,Job matching,Power user,true,3.08,0.081,false,
RUN-v12-03-19,3,v1.2,Research,Internal,true,2.76,0.083,false,
RUN-v12-03-20,3,v1.2,Data request,Client,true,3.09,0.085,false,
RUN-v12-03-21,3,v1.2,Report generation,Power user,true,2.97,0.077,false,
RUN-v12-03-22,3,v1.2,Job matching,Internal,true,3.4,0.079,false,
RUN-v12-03-23,3,v1.2,Research,Client,true,3.08,0.081,false,
RUN-v12-03-24,3,v1.2,Data request,Power user,true,3.41,0.083,false,
RUN-v12-03-25,3,v1.2,Report generation,Internal,true,2.65,0.085,false,
RUN-v12-03-26,3,v1.2,Job matching,Client,true,3.08,0.077,false,
RUN-v12-03-27,3,v1.2,Research,Power user,false,2.76,0.079,false,Retrieval
RUN-v12-03-28,3,v1.2,Data request,Internal,false,3.09,0.081,false,Retrieval
RUN-v12-03-29,3,v1.2,Report generation,Client,false,2.97,0.083,false,Retrieval
RUN-v12-03-30,3,v1.2,Job matching,Power user,false,3.4,0.085,false,Retrieval
RUN-v12-03-31,3,v1.2,Research,Internal,false,3.08,0.077,false,Retrieval
RUN-v12-03-32,3,v1.2,Data request,Client,false,3.41,0.079,false,Retrieval
RUN-v12-03-33,3,v1.2,Report generation,Power user,false,2.65,0.081,false,Retrieval
RUN-v12-03-34,3,v1.2,Job matching,Internal,false,3.08,0.083,false,Retrieval
RUN-v12-03-35,3,v1.2,Research,Client,false,2.76,0.085,false,Retrieval
RUN-v12-04-01,4,v1.2,Job matching,Client,true,3,0.077,true,
RUN-v12-04-02,4,v1.2,Research,Power user,true,2.68,0.079,true,
RUN-v12-04-03,4,v1.2,Data request,Internal,true,3.01,0.081,true,
RUN-v12-04-04,4,v1.2,Report generation,Client,true,2.89,0.083,true,
RUN-v12-04-05,4,v1.2,Job matching,Power user,true,3.32,0.085,true,
RUN-v12-04-06,4,v1.2,Research,Internal,true,3,0.077,true,
RUN-v12-04-07,4,v1.2,Data request,Client,true,3.33,0.079,true,
RUN-v12-04-08,4,v1.2,Report generation,Power user,true,3.21,0.081,false,
RUN-v12-04-09,4,v1.2,Job matching,Internal,true,3,0.083,false,
RUN-v12-04-10,4,v1.2,Research,Client,true,2.68,0.085,false,
RUN-v12-04-11,4,v1.2,Data request,Power user,true,3.01,0.077,false,
RUN-v12-04-12,4,v1.2,Report generation,Internal,true,2.89,0.079,false,
RUN-v12-04-13,4,v1.2,Job matching,Client,true,3.32,0.081,false,
RUN-v12-04-14,4,v1.2,Research,Power user,true,3,0.083,false,
RUN-v12-04-15,4,v1.2,Data request,Internal,true,3.33,0.085,false,
RUN-v12-04-16,4,v1.2,Report generation,Client,true,3.21,0.077,false,
RUN-v12-04-17,4,v1.2,Job matching,Power user,true,3,0.079,false,
RUN-v12-04-18,4,v1.2,Research,Internal,true,2.68,0.081,false,
RUN-v12-04-19,4,v1.2,Data request,Client,true,3.01,0.083,false,
RUN-v12-04-20,4,v1.2,Report generation,Power user,true,2.89,0.085,false,
RUN-v12-04-21,4,v1.2,Job matching,Internal,true,3.32,0.077,false,
RUN-v12-04-22,4,v1.2,Research,Client,true,3,0.079,false,
RUN-v12-04-23,4,v1.2,Data request,Power user,true,3.33,0.081,false,
RUN-v12-04-24,4,v1.2,Report generation,Internal,true,3.21,0.083,false,
RUN-v12-04-25,4,v1.2,Job matching,Client,true,3,0.085,false,
RUN-v12-04-26,4,v1.2,Research,Power user,true,2.68,0.077,false,
RUN-v12-04-27,4,v1.2,Data request,Internal,true,3.01,0.079,false,
RUN-v12-04-28,4,v1.2,Report generation,Client,false,2.89,0.081,false,Retrieval
RUN-v12-04-29,4,v1.2,Job matching,Power user,false,3.32,0.083,false,Retrieval
RUN-v12-04-30,4,v1.2,Research,Internal,false,3,0.085,false,Retrieval
RUN-v12-04-31,4,v1.2,Data request,Client,false,3.33,0.077,false,Tool use
RUN-v12-04-32,4,v1.2,Report generation,Power user,false,3.21,0.079,false,Tool use
RUN-v12-04-33,4,v1.2,Job matching,Internal,false,3,0.081,false,Tool use
RUN-v12-04-34,4,v1.2,Research,Client,false,2.68,0.083,false,Tool use
RUN-v12-04-35,4,v1.2,Data request,Power user,false,3.01,0.085,false,Tool use
RUN-v12-05-01,5,v1.2,Research,Power user,true,2.6,0.077,true,
RUN-v12-05-02,5,v1.2,Data request,Internal,true,2.93,0.079,true,
RUN-v12-05-03,5,v1.2,Report generation,Client,true,2.81,0.081,true,
RUN-v12-05-04,5,v1.2,Job matching,Power user,true,3.24,0.083,true,
RUN-v12-05-05,5,v1.2,Research,Internal,true,2.92,0.085,true,
RUN-v12-05-06,5,v1.2,Data request,Client,true,3.25,0.077,true,
RUN-v12-05-07,5,v1.2,Report generation,Power user,true,3.13,0.079,true,
RUN-v12-05-08,5,v1.2,Job matching,Internal,true,3.56,0.081,false,
RUN-v12-05-09,5,v1.2,Research,Client,true,2.6,0.083,false,
RUN-v12-05-10,5,v1.2,Data request,Power user,true,2.93,0.085,false,
RUN-v12-05-11,5,v1.2,Report generation,Internal,true,2.81,0.077,false,
RUN-v12-05-12,5,v1.2,Job matching,Client,true,3.24,0.079,false,
RUN-v12-05-13,5,v1.2,Research,Power user,true,2.92,0.081,false,
RUN-v12-05-14,5,v1.2,Data request,Internal,true,3.25,0.083,false,
RUN-v12-05-15,5,v1.2,Report generation,Client,true,3.13,0.085,false,
RUN-v12-05-16,5,v1.2,Job matching,Power user,true,3.56,0.077,false,
RUN-v12-05-17,5,v1.2,Research,Internal,true,2.6,0.079,false,
RUN-v12-05-18,5,v1.2,Data request,Client,true,2.93,0.081,false,
RUN-v12-05-19,5,v1.2,Report generation,Power user,true,2.81,0.083,false,
RUN-v12-05-20,5,v1.2,Job matching,Internal,true,3.24,0.085,false,
RUN-v12-05-21,5,v1.2,Research,Client,true,2.92,0.077,false,
RUN-v12-05-22,5,v1.2,Data request,Power user,true,3.25,0.079,false,
RUN-v12-05-23,5,v1.2,Report generation,Internal,true,3.13,0.081,false,
RUN-v12-05-24,5,v1.2,Job matching,Client,true,3.56,0.083,false,
RUN-v12-05-25,5,v1.2,Research,Power user,true,2.6,0.085,false,
RUN-v12-05-26,5,v1.2,Data request,Internal,true,2.93,0.077,false,
RUN-v12-05-27,5,v1.2,Report generation,Client,true,2.81,0.079,false,
RUN-v12-05-28,5,v1.2,Job matching,Power user,false,3.24,0.081,false,Tool use
RUN-v12-05-29,5,v1.2,Research,Internal,false,2.92,0.083,false,Tool use
RUN-v12-05-30,5,v1.2,Data request,Client,false,3.25,0.085,false,Tool use
RUN-v12-05-31,5,v1.2,Report generation,Power user,false,3.13,0.077,false,Tool use
RUN-v12-05-32,5,v1.2,Job matching,Internal,false,3.56,0.079,false,Tool use
RUN-v12-05-33,5,v1.2,Research,Client,false,2.6,0.081,false,Tool use
RUN-v12-05-34,5,v1.2,Data request,Power user,false,2.93,0.083,false,Tool use
RUN-v12-05-35,5,v1.2,Report generation,Internal,false,2.81,0.085,false,Tool use
RUN-v12-06-01,6,v1.2,Data request,Internal,true,2.85,0.077,true,
RUN-v12-06-02,6,v1.2,Report generation,Client,true,2.73,0.079,true,
RUN-v12-06-03,6,v1.2,Job matching,Power user,true,3.16,0.081,true,
RUN-v12-06-04,6,v1.2,Research,Internal,true,2.84,0.083,true,
RUN-v12-06-05,6,v1.2,Data request,Client,true,3.17,0.085,true,
RUN-v12-06-06,6,v1.2,Report generation,Power user,true,3.05,0.077,true,
RUN-v12-06-07,6,v1.2,Job matching,Internal,true,3.48,0.079,false,
RUN-v12-06-08,6,v1.2,Research,Client,true,3.16,0.081,false,
RUN-v12-06-09,6,v1.2,Data request,Power user,true,2.85,0.083,false,
RUN-v12-06-10,6,v1.2,Report generation,Internal,true,2.73,0.085,false,
RUN-v12-06-11,6,v1.2,Job matching,Client,true,3.16,0.077,false,
RUN-v12-06-12,6,v1.2,Research,Power user,true,2.84,0.079,false,
RUN-v12-06-13,6,v1.2,Data request,Internal,true,3.17,0.081,false,
RUN-v12-06-14,6,v1.2,Report generation,Client,true,3.05,0.083,false,
RUN-v12-06-15,6,v1.2,Job matching,Power user,true,3.48,0.085,false,
RUN-v12-06-16,6,v1.2,Research,Internal,true,3.16,0.077,false,
RUN-v12-06-17,6,v1.2,Data request,Client,true,2.85,0.079,false,
RUN-v12-06-18,6,v1.2,Report generation,Power user,true,2.73,0.081,false,
RUN-v12-06-19,6,v1.2,Job matching,Internal,true,3.16,0.083,false,
RUN-v12-06-20,6,v1.2,Research,Client,true,2.84,0.085,false,
RUN-v12-06-21,6,v1.2,Data request,Power user,true,3.17,0.077,false,
RUN-v12-06-22,6,v1.2,Report generation,Internal,true,3.05,0.079,false,
RUN-v12-06-23,6,v1.2,Job matching,Client,true,3.48,0.081,false,
RUN-v12-06-24,6,v1.2,Research,Power user,true,3.16,0.083,false,
